PID,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45
1431437,4,4,6,1,3,4,4,4,4,2,5,4,5,3,5,5,4,5,4,4,4,4,6,5,7,7,5,4,3,5,3,2,4,3,5,6,6,7,6,6,6,5,5,5,7
1014406,3,3,5,6,2,1,3,3,4,2,4,5,5,3,4,4,5,3,4,4,6,4,7,4,6,5,6,4,2,6,4,3,6,2,2,7,6,7,7,2,5,1,4,5,5
1353056,3,2,5,6,5,4,4,4,5,4,4,5,6,3,4,6,4,3,6,6,2,6,3,5,1,2,3,4,4,4,5,7,7,2,5,5,6,5,3,3,3,4,5,4,5
1360241,6,3,3,3,4,3,3,4,3,3,6,1,2,2,3,1,1,1,6,6,6,6,7,6,7,7,7,4,4,4,4,4,4,4,4,2,2,4,4,4,2,5,5,2,4
925855,3,3,7,6,2,3,1,2,5,4,4,6,6,5,5,4,2,4,7,5,5,7,5,7,6,3,5,2,1,4,4,6,6,1,5,5,2,5,5,2,1,6,3,5,4
504973,5,1,3,4,4,5,6,3,5,3,4,4,5,4,3,2,4,5,2,3,4,7,6,7,5,4,4,6,3,4,6,6,5,5,6,3,7,7,6,5,5,4,5,4,5
554830,3,4,6,5,5,4,5,5,3,4,5,5,5,4,4,4,4,4,3,1,7,5,7,7,4,5,4,4,3,4,2,4,3,2,7,5,6,5,6,6,4,5,6,6,6
66504,5,3,6,6,4,3,4,2,4,3,3,7,5,1,5,6,4,4,5,6,6,5,7,7,4,4,5,5,4,4,4,5,6,5,5,2,4,3,5,4,4,4,7,6,5
1415756,5,5,5,4,4,6,5,6,5,6,4,6,5,2,5,1,6,2,5,5,4,4,4,5,5,4,7,2,6,7,4,4,2,5,4,4,7,7,3,3,2,4,4,1,6
216387,4,4,5,6,3,2,4,5,3,3,3,6,5,4,6,3,6,5,2,1,6,7,7,5,5,4,4,5,4,6,5,4,5,4,7,4,4,5,7,4,4,4,5,5,6
1332977,4,2,5,6,4,4,4,2,4,4,2,4,4,5,5,3,3,2,5,1,3,4,5,4,7,5,5,5,5,6,5,5,5,4,6,3,6,7,7,6,4,4,6,4,7
1273800,5,4,5,5,4,4,5,5,5,5,4,4,3,2,4,3,4,3,6,5,7,6,6,6,1,5,4,6,6,5,7,3,7,2,3,3,3,4,4,3,4,5,7,4,4
689149,2,3,4,7,2,6,4,4,1,2,2,6,6,5,6,5,5,4,6,4,4,5,7,5,3,4,3,3,3,3,5,3,6,3,5,7,5,5,5,5,4,4,7,5,6
802648,3,2,5,6,4,3,3,3,3,3,4,2,5,2,2,1,1,1,5,3,2,4,2,3,7,7,5,5,4,7,5,6,6,2,6,5,6,5,7,6,6,5,3,1,5
1081074,4,4,5,5,5,4,4,4,4,5,4,4,3,3,7,1,2,2,5,5,6,6,5,5,7,5,6,5,6,5,3,3,6,3,3,4,4,7,6,7,4,3,6,4,4
1381886,2,5,2,2,1,2,1,1,2,3,2,4,4,2,4,1,3,3,3,3,4,3,3,3,7,7,6,5,3,5,3,3,5,5,6,5,5,5,4,7,4,3,5,5,4
1395917,3,3,5,5,4,4,4,3,4,5,5,6,7,7,7,6,5,4,3,2,4,3,3,3,5,4,4,5,6,4,2,1,2,4,5,4,7,6,4,5,6,5,6,5,5
1263117,4,3,5,5,4,3,4,3,3,3,3,6,6,3,5,4,4,5,5,3,4,3,5,4,4,4,4,4,5,1,3,4,5,2,5,2,5,6,5,7,7,5,6,7,3
247900,5,4,5,4,6,4,5,3,6,3,3,6,4,3,6,3,5,3,4,5,5,4,7,6,5,4,4,7,5,7,5,6,7,4,6,5,5,2,4,4,4,2,5,1,2
1128157,4,4,4,5,4,3,3,4,4,4,4,4,4,3,4,4,5,3,3,6,6,5,5,6,5,5,6,5,3,4,6,3,5,6,5,7,2,7,1,4,7,2,5,5,6
1285262,4,4,4,5,5,5,5,5,5,5,5,3,4,5,4,3,4,2,2,2,3,7,3,7,6,4,4,4,5,3,7,6,3,4,4,5,3,6,4,1,6,4,4,5,6
542630,3,4,3,5,3,3,4,4,3,4,4,7,6,6,7,6,2,1,5,6,5,6,6,5,2,3,1,1,5,3,5,5,6,3,7,2,5,4,5,2,2,2,5,4,1
1242802,2,4,6,7,4,4,4,3,2,2,2,7,6,4,6,5,6,4,5,6,7,6,5,4,1,1,1,2,1,3,5,5,6,2,4,5,4,3,3,5,5,3,4,5,7
380106,4,4,6,6,4,4,4,6,4,4,4,5,5,2,5,5,4,3,7,1,5,7,7,5,2,3,4,3,5,5,5,3,7,6,5,3,3,4,4,6,3,4,6,5,6
1371883,3,3,5,5,3,3,3,3,3,5,3,7,1,6,7,1,3,3,5,1,3,5,5,3,2,6,6,2,1,2,4,5,4,5,5,2,6,2,6,4,2,6,6,2,4
1264590,2,2,6,6,3,3,4,3,2,2,1,3,6,1,4,4,7,7,6,4,6,5,6,6,7,2,7,1,4,2,5,2,5,5,4,3,3,4,4,3,3,1,5,4,3
839006,3,3,5,6,3,3,3,4,3,3,3,3,4,4,5,4,2,2,4,3,3,4,3,4,5,5,4,4,5,5,5,4,5,4,5,2,5,5,7,1,5,4,2,6,1
864609,6,6,3,1,3,6,3,6,3,3,3,4,4,2,4,4,7,2,5,5,5,5,5,5,3,6,6,5,5,5,5,3,5,5,6,4,4,3,3,4,4,4,4,3,4
1091352,5,1,3,5,4,4,4,4,5,4,5,4,3,2,2,3,4,4,3,4,4,5,4,4,3,3,4,6,7,7,6,6,7,5,7,4,6,6,5,5,6,5,6,3,5
593571,4,5,2,6,5,3,3,4,6,4,5,4,4,2,4,1,2,3,2,1,2,4,5,5,4,4,5,5,4,5,7,4,7,6,4,7,6,7,5,5,5,3,5,6,6
1147004,3,3,3,5,2,3,4,4,3,2,4,5,5,4,6,2,3,3,5,4,5,5,4,7,5,4,4,5,5,4,1,3,7,3,3,5,6,6,5,4,6,4,4,6,5
1406693,4,5,5,5,4,4,6,5,4,6,4,4,6,5,4,4,3,3,5,5,5,4,4,4,4,6,4,7,7,7,6,5,6,5,6,2,3,3,2,4,2,3,3,1,2
553307,4,2,5,5,2,2,5,3,5,3,5,4,4,3,4,3,4,1,3,4,5,3,5,5,7,7,6,6,4,6,6,4,6,5,6,4,5,6,4,5,4,4,4,5,4
1388122,3,4,3,4,4,3,4,4,4,4,6,5,5,4,5,5,2,2,4,4,7,7,7,7,5,5,5,5,4,5,5,1,5,4,5,6,4,6,3,6,3,4,6,6,6
252295,1,2,3,2,1,1,2,1,5,3,2,5,3,3,5,2,3,3,3,2,2,5,4,3,5,5,5,6,6,3,4,3,4,4,3,6,6,7,7,6,7,5,3,4,6
1391436,3,2,7,4,2,1,3,3,1,1,3,7,7,6,6,6,5,5,5,6,6,7,6,6,2,2,2,1,3,3,2,3,2,3,3,5,4,3,4,3,5,3,5,5,4
328297,2,4,4,7,1,4,5,4,2,1,2,4,4,4,5,3,4,4,5,4,5,7,6,5,4,4,4,2,1,3,3,3,3,3,4,3,6,6,6,6,7,7,3,6,3
375959,3,2,5,5,4,2,3,3,4,3,3,4,6,5,4,2,1,2,2,2,4,4,4,4,6,6,6,2,3,6,5,5,5,4,6,6,5,7,7,7,7,5,5,5,5
571051,3,5,5,4,3,6,4,4,4,3,4,5,3,3,4,4,2,2,3,2,1,4,4,1,5,7,4,1,4,6,7,6,7,2,7,5,6,5,6,6,6,4,5,4,5
31985,4,1,7,7,2,2,5,3,3,2,2,5,4,3,7,6,6,5,5,4,4,7,6,6,5,4,2,6,2,3,4,3,3,4,4,4,5,6,3,4,4,5,5,5,5
1447102,3,3,5,5,5,3,4,4,4,3,3,4,5,3,6,5,5,4,2,4,4,4,4,4,5,1,2,6,5,6,5,5,4,5,6,7,7,7,7,6,6,4,5,4,6
165778,1,3,7,2,2,4,6,3,4,3,3,4,4,4,4,4,4,3,5,5,3,5,4,5,5,5,4,5,4,4,3,5,4,5,5,6,3,7,6,4,6,3,5,5,6
307801,5,5,6,6,4,3,3,2,5,3,5,5,5,2,5,1,6,5,3,2,3,6,4,2,7,7,5,3,3,4,6,6,6,3,7,1,3,4,5,5,3,2,7,5,3
461369,2,2,1,6,4,4,4,4,3,6,4,7,7,5,7,5,5,3,4,4,5,7,6,5,3,4,6,3,3,6,6,3,4,3,6,4,5,5,3,3,3,4,4,5,5
1195754,3,3,7,5,1,5,5,3,3,5,3,4,5,5,4,4,2,4,4,4,4,4,4,5,6,7,6,4,4,4,6,5,7,2,6,5,5,7,4,6,4,3,6,6,5
709937,3,4,6,5,4,1,5,3,5,4,5,3,4,2,6,3,4,1,5,2,4,2,4,5,3,3,3,4,6,2,4,3,4,4,3,2,3,4,2,2,7,1,1,6,3
401477,4,4,5,6,3,3,5,4,4,3,4,6,6,6,7,5,5,5,4,4,3,5,5,5,1,2,4,2,1,6,5,4,5,3,4,3,6,6,1,5,7,2,7,3,5
555075,4,2,3,6,4,5,3,3,4,4,3,2,4,1,3,1,3,4,5,2,4,4,4,4,5,6,5,4,4,5,3,6,6,3,6,6,7,7,5,7,7,4,5,3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
